index,season,matchday,qnum,question,answer,category,A_correct,B_correct,C_correct,D_correct,E_correct,R_correct,Champ_correct,tot_correct,defense,forfeit,mcw,mcw_pct,date
46-10-2,46,10,2,"Fescue, gorse, and heather are terms used occasionally in relation to what sport?",GOLF,GAMES/SPORT,78,47,31,,,51,,50,1.4,5.8,,,27-Aug-10
46-10-3,46,10,3,This is the design work of what landscape architect? Click here,MAYA LIN,ART,39,22,19,,,29,,26,2,5.8,,,27-Aug-10
46-10-4,46,10,4,"Two shows debuted on the NBC primetime lineup during the 2006-07 season that revolved around the off-camera goings-on of a fictional sketch comedy series. One, 30 Rock is still produced; what was the other, created and written by Aaron Sorkin, which --despite arguably greater anticipation and hype -- was cancelled in its first season?",STUDIO 60 ON THE SUNSET STRIP,TELEVISION,71,52,41,,,45,,51,1.1,5.8,,,27-Aug-10
46-10-5,46,10,5,"The French name Louis is an evolution of the Latin name Ludovicus , which came from the name Chlodovechus , a Latinized version of the Frankish name Chlodovech , who was the first King of the Franks and is today known most commonly by what name?",CLOVIS,WORLD HIST,53,18,9,,,29,,25,1.5,5.8,,,27-Aug-10
46-10-6,46,10,6,Fractals can be generated using what set -- named for the French and American mathematician best known as the father of fractal geometry (and coiner of the term ) -- which is defined by the equation z n+1 = z n 2 ?,MANDELBROT SET,MATH,49,34,19,,,36,,33,1.6,5.8,,,27-Aug-10
46-11-1,46,11,1,"The Lucasian Chair of Mathematics, regarded widely as one of the world's most honored and prestigious academic posts, and held historically by such luminaries as Charles Babbage, George Gabriel Stokes, Paul Dirac, and Stephen Hawking (as well as current incumbent Michael Green), is a mathematics professorship at what university?",CAMBRIDGE,MATH,80,57,42,,,46,,55,0.9,4.1,,,30-Aug-10
46-11-2,46,11,2,"The June 10, 1980 release of Uprising was the final studio album of what band, whose leader (and namesake) would die in May of the following year?",BOB MARLEY AND THE WAILERS,POP MUSIC,42,30,14,,,37,,29,1.2,4.1,,,30-Aug-10
46-11-3,46,11,3,Who painted this? Click here,MARY CASSATT,ART,11,1,0,,,1,,3,2.3,4.1,,,30-Aug-10
46-11-4,46,11,4,"The title character in Charles Dickens' Little Dorrit , one of the title characters from Louisa May Alcott's Little Women , and the main character in Betty Ren Wright's The Dollhouse Murders all share what first name?",AMY,LITERATURE,38,15,13,,,27,,21,1.6,4.1,,,30-Aug-10
46-11-5,46,11,5,"Identify the 2001 film which featured, among its ensemble cast, four actors who have (prior or since) been nominated for an Academy Award for Best Actor (as well as one woman who has won for Best Actress).",OCEAN'S ELEVEN,FILM,49,46,39,,,44,,44,1,4.1,,,30-Aug-10
46-11-6,46,11,6,"The island of Ireland is divided into 32 counties, 26 of which make up the Republic of Ireland. Give the name of any one of the remaining six, which make up the constituent UK country of Northern Ireland.","ANTRIM, ARMAGH, DOWN, FERMANAGH, LONDONDERRY, TYRONE",GEOGRAPHY,45,21,13,,,24,,24,1.6,4.1,,,30-Aug-10
46-12-1,46,12,1,Identify the muscle highlighted in this illustration Click here,DELTOID,SCIENCE,77,59,47,,,63,,60,1.1,6.2,,,31-Aug-10
46-12-2,46,12,2,"What is the most successful reality series on American television which details the lives of people who drive over frozen lakes to deliver supplies in Canada's Northwest Territories, where it turns out people actually live.",ICE ROAD TRUCKERS,TELEVISION,78,64,49,,,64,,63,0.9,6.2,,,31-Aug-10
46-12-3,46,12,3,"Zoe Baird and Kimba Wood were failed nominees for a position in the cabinet of President Bill Clinton that was, in the end, filled by whom?",JANET RENO,AMER HIST,74,49,27,,,46,,47,1.4,6.2,,,31-Aug-10
46-12-4,46,12,4,"Cyrano de Bergerac , Le dernier métro , La Vie en Rose , and Police are all films starring what actor?",GERARD DEPARDIEU,FILM,88,75,60,,,67,,72,1.4,6.2,,,31-Aug-10
46-12-5,46,12,5,"At the conclusion of what opera does the chorus deliver the story's moral, ""Such is the end of the evildoer: the death of a sinner always reflects his life,"" after the licentious main character meets his fate?",DON GIOVANNI,CLASS MUSIC,59,31,16,,,32,,32,2.2,6.2,,,31-Aug-10
46-12-6,46,12,6,The name for what nation is derived from the Sanskrit terms for venerable and island ?,SRI LANKA,GEOGRAPHY,90,64,44,,,63,,63,1.4,6.2,,,31-Aug-10
46-13-1,46,13,1,"The International Conference of Marxist-Leninist Parties and Organizations (Unity & Struggle) (not to be confused, it should be noted with the hated International Conference of MarxistLeninist Parties and Organizations (International Newsletter) ) subscribes to a variant of anti-revisionist Marxism-Leninism know as Hoxhaism , which first developed due to a split in Maoism between the Communist Party of China and the Party of Labour of what country?",ALBANIA,WORLD HIST,40,16,6,,,17,,18,1.8,3.9,,,1-Sep-10
46-13-2,46,13,2,"James Spader, David Alan Grier, Kerry Washington, and Richard Thomas comprised the original cast of what Broadway play, written by David Mamet?",RACE,THEATRE,44,21,18,,,21,,24,1.9,3.9,,,1-Sep-10
46-13-3,46,13,3,Identify either of the two artists who have won Grammy Awards for Album of the Year for albums recorded as a part of the MTV Unplugged series.,"ERIC CLAPTON, TONY BENNETT",POP MUSIC,64,50,44,,,39,,49,1,3.9,,,1-Sep-10
46-13-4,46,13,4,The Lost Symbol is a 2009 novel that completes a trilogy which began with what mystery/thriller published in 2000?,ANGELS AND DEMONS,LITERATURE,49,29,29,,,38,,35,0.7,3.9,,,1-Sep-10
46-13-5,46,13,5,"Of the thirteen chemical elements symbolized by a single letter on the Periodic Table, which one comes first alphabetically?",BORON,SCIENCE,78,56,46,,,56,,58,1,3.9,,,1-Sep-10
46-13-6,46,13,6,"The museum in this photograph, located in Brussels, displays approximately 200 original works of what Belgian artist (after whom the museum is named)? Click here",RENE MAGRITTE,ART,64,30,18,,,26,,32,2.2,3.9,,,1-Sep-10
46-14-1,46,14,1,"Name the comic play, written by Noël Coward, which takes its title from a line in the Percy Bysshe Shelley Poem ""To a Skylark"", and ends with two fighting ghosts.",BLITHE SPIRIT,THEATRE,53,16,8,,,26,,23,2.1,6.5,,,2-Sep-10
46-14-2,46,14,2,Bechuanaland was the colonial name for what modern-day Southern African nation?,BOTSWANA,GEOGRAPHY,64,44,30,,,48,,45,1.5,6.5,,,2-Sep-10
46-14-3,46,14,3,"The film scores for The Sting , The Way We Were , Ice Castles , and Sophie's Choice are among the well-known works of this prolific American composer, the current Pops Conductor for the National Symphony Orchestra.",MARVIN HAMLISCH,FILM,57,22,13,,,26,,27,1.4,6.5,,,2-Sep-10
46-14-4,46,14,4,"A man named Michael Henchard is the title character of what Thomas Hardy novel, which provides a sensible lesson on the drawbacks of wife-selling?",THE MAYOR OF CASTERBRIDGE,LITERATURE,45,23,8,,,16,,22,1.7,6.5,,,2-Sep-10
46-14-5,46,14,5,This is a photograph of the packaging for what toy? Click here,SPIROGRAPH,GAMES/SPORT,79,64,42,,,62,,61,0.9,6.5,,,2-Sep-10
46-14-6,46,14,6,"Coming from the Greek words for heat and force , this is the name for the branch of physics which studies energy conversion between heat and other forms of energy, and temperature, pressure, volume, and energy flow in chemical reactions.",THERMODYNAMICS,SCIENCE,96,84,73,,,84,,83,0.7,6.5,,,2-Sep-10
46-15-1,46,15,1,"What is the name for the mortar-like object in this photograph, inside of which is a pestle-like object called a tojolote (whose name also comes from the Nahuatl language). Click here",MOLCAJETE,FOOD/DRINK,24,12,8,,,13,,13,2.3,6.9,,,3-Sep-10
46-15-2,46,15,2,"With over 150 million albums sold worldwide, this band is the best-selling American rock band of all time, starting with their self-titled debut in 1973, and is the first band to be the primary focus of an edition of the Guitar Hero video game series.",AEROSMITH,POP MUSIC,65,69,50,,,64,,62,0.7,6.9,,,3-Sep-10
46-15-3,46,15,3,"While numerous British television drama series have been adapted into American versions, 2009 saw the first instance of a US drama television series adapted for British television. Identify the new British version, which follows the formula of the American original, replacing the District Attorneys who prosecute the offenders with Crown Prosecutors.",LAW & ORDER: UK,TELEVISION,29,13,9,,,17,,16,1,6.9,,,3-Sep-10
46-15-4,46,15,4,"On June 21, 2001,  this Coyoacán, Mexico native, who had died 47 years prior, became the first Hispanic woman to be honored with a U.S. postage stamp. When first issued, the pane of stamps included the quotation, ""I paint self-portraits because I am so often alone, because I am the person I know best.""",FRIDA KAHLO,ART,92,77,66,,,82,,77,1.5,6.9,,,3-Sep-10
46-15-5,46,15,5,"The premature detonation of a bomb in the basement of a townhouse at 18 West 11th Street, in New York City's Greenwich Village, killed three members of what revolutionary extreme left-wing organization?",WEATHER UNDERGROUND,AMER HIST,78,59,40,,,53,,56,1.5,6.9,,,3-Sep-10
46-15-6,46,15,6,"The racing team division of this European sports car manufacturer has won the most constructors' championships in the history of Formula One auto racing, with a total of 16 (including two of the last three).",FERRARI,GAMES/SPORT,65,57,45,,,60,,56,1.4,6.9,,,3-Sep-10
46-16-1,46,16,1,"The short-lived 1987 NBC television series The Tortellis is the much lesser-known of two series which were spin-offs of a classic television sitcom. Name both the original series and the other, better-known spin-off.","CHEERS, FRASIER",TELEVISION,78,67,48,,,65,,64,1,5.1,,,7-Sep-10
46-16-2,46,16,2,Object there was none. Passion there was none. I loved the old man. This is a famous line from what short story?,THE TELL-TALE HEART,LITERATURE,40,18,10,,,32,,23,1.8,5.1,,,7-Sep-10
46-16-3,46,16,3,"One might suppose that it is named after Archimedes (and his buoyancy principle), but after what other scientist is this type of thermometer actually known, in reference to his pioneering work in thermometry? Click here",GALILEO,SCIENCE,43,24,12,,,31,,26,1.5,5.1,,,7-Sep-10
46-16-4,46,16,4,Fédération Internationale d'Escrime is the international governing body of the Olympic sport which is known in English as what?,FENCING,LANGUAGE,68,41,33,,,44,,45,1.3,5.1,,,7-Sep-10
46-16-5,46,16,5,This is a screenshot from what 1966 film? Click here,BLOW-UP,FILM,35,22,14,,,23,,23,1.7,5.1,,,7-Sep-10
46-16-6,46,16,6,The resort city of Yalta is located in what European country?,UKRAINE,GEOGRAPHY,77,43,18,,,33,,41,1.2,5.1,,,7-Sep-10
46-17-1,46,17,1,"Operation Typhoon was the name for a WWII German strategic offensive of 1941 which attempted, and failed, ultimately to capture what city?",MOSCOW,WORLD HIST,55,37,18,,,25,,33,1.1,5.3,,,8-Sep-10
46-17-2,46,17,2,"The primary literary legacy of this American playwright is The Pittsburgh Cycle , a series of ten plays that began with 1982's Jitney , ended with 2005's Radio Golf , and includes 1987's Fences and 1988's Joe Turner's Come and Gone .",AUGUST WILSON,THEATRE,56,35,18,,,42,,36,1.7,5.3,,,8-Sep-10
46-17-3,46,17,3,Who painted this? Click here,DIEGO VELAZQUEZ,ART,44,24,13,,,36,,27,1.8,5.3,,,8-Sep-10
46-17-4,46,17,4,"""The Road to Mandalay"", as referenced and popularized in Rudyard Kipling's poem Mandalay , is what river, which runs north-south through the center of Myanmar into the Andaman Sea?",IRRAWADDY,GEOGRAPHY,37,16,5,,,13,,17,1.7,5.3,,,8-Sep-10
46-17-5,46,17,5,"SPDRs, Qubes, Dow Diamonds, and a family of products known as iShares are all examples of what are referred to as ETFs . What do the letters in ETF stand for?",EXCHANGE TRADED FUND,BUS/ECON,45,38,24,,,26,,33,1,5.3,,,8-Sep-10
46-17-6,46,17,6,"What is the most notable and famous question to which ""Kristin Shepard"" is the correct answer?",WHO SHOT J.R.?,TELEVISION,68,36,17,,,39,,37,1.1,5.3,,,8-Sep-10
46-18-1,46,18,1,"Northern Lights / The Golden Compass , The Subtle Knife , and The Amber Spyglass are three novels by English author Philip Pullman which make up a trilogy of novels known by what name?",HIS DARK MATERIALS,LITERATURE,57,42,27,,,42,,41,1.8,5.3,,,9-Sep-10
46-18-2,46,18,2,The Haber process is a chemical reaction of nitrogen gas and hydrogen gas used to produce what compound?,AMMONIA,SCIENCE,72,44,34,,,39,,45,1.8,5.3,,,9-Sep-10
46-18-3,46,18,3,"One of the most successful pop music debut singles of all time, reaching #1 in 27 countries, and topping the annual critics polls of Rolling Stone , Spin , and The Village Voice , was 1997's ""MMMBop"", by what band?",HANSON,POP MUSIC,88,87,94,,,90,,90,0.7,5.3,,,9-Sep-10
46-18-4,46,18,4,"For the 2008-2009 National Hockey League season, the majority of players were Canadian (52%), while the second-most represented country was the U.S. at 22%. Name either of the countries that are third and fourth, at 6% and 5.5% respectively (and whose numbers include the reigning NHL MVP).","SWEDEN, CZECH REPUBLIC",GAMES/SPORT,28,18,16,,,16,,19,1.3,5.3,,,9-Sep-10
46-18-5,46,18,5,What term from accounting can be defined as an expense for the allocation of the cost of a tangible asset to the periods in which the asset is used?,DEPRECIATION,BUS/ECON,45,38,31,,,35,,37,1.7,5.3,,,9-Sep-10
46-18-6,46,18,6,"What is the name of the US Department of Agriculture official who was forced to resign from her position as Georgia State Director of Rural Development, after a video was posted online of her address at a March 2010 NAACP event -- later revealed to be edited to purposely misrepresent her as discriminating based on race, though she actually did not do so.",SHIRLEY SHERROD,CURR EVENTS,70,43,32,,,42,,45,1.3,5.3,,,9-Sep-10
46-19-1,46,19,1,"Catherine de'Medici, who left her home in Florence in 1533 to marry the future King Henry II of France, so fancied what food that, to this day, dishes made with it are known as ""florentine""?",SPINACH,FOOD/DRINK,80,71,53,,,69,,67,0.9,6.2,,,10-Sep-10
46-19-2,46,19,2,"What is the name for the quadrennial multinational, multi-sport event, the third-largest multi-sport event in the world, which was first held in 1930 in Hamilton, Canada, and whose last three hosts were Delhi (later this year), Melbourne, and Manchester?",COMMONWEALTH GAMES,GAMES/SPORT,59,33,21,,,30,,34,1.6,6.2,,,10-Sep-10
46-19-3,46,19,3,What was the name of the bandleader for the house band of both Late Night with Conan O'Brien and The Tonight Show with Conan O'Brien ?,MAX WEINBERG,TELEVISION,69,65,53,,,69,,63,0.8,6.2,,,10-Sep-10
46-19-4,46,19,4,"What 20th c. Swiss-German painter's Writings on Form and Design Theory , published in English as his eponymous Notebooks , collect his lectures at the Bauhaus schools in 1920s Germany with other essays on modern art, and are considered cornerstone resources in the study and understanding of modern art and the principles of design?",PAUL KLEE,ART,40,16,5,,,15,,17,2.4,6.2,,,10-Sep-10
46-19-5,46,19,5,"Who currently holds the position that has been held in the past by Seth Low, George B. McClellan Jr., James J. Walker, and Robert F. Wagner Jr.?",MICHAEL BLOOMBERG,AMER HIST,45,27,10,,,23,,25,1.6,6.2,,,10-Sep-10
46-19-6,46,19,6,"A saga involving Aijalon Mahli Gomes, a teacher from Boston, Massachusetts, ended happily recently thanks largely and most prominently to the efforts of whom?",JIMMY CARTER,CURR EVENTS,73,40,29,,,49,,45,1.2,6.2,,,10-Sep-10
46-20-1,46,20,1,"The army and the church (specifically, their contrasting uniforms) are represented in the title of what novel by Stendhal, first published in 1830?",LE ROUGE ET LE NOIR (THE RED AND THE BLACK),LITERATURE,67,36,20,,,44,,39,1.9,5.8,,,13-Sep-10
46-20-2,46,20,2,"In calculus, the notation which uses the symbols dx and dy to represent infinitesimal increments of x and y is named after what mathematician, widely considered to be the co-developer of calculus (developing infinitesimal calculus independently of but at the same time as Isaac Newton in the 1660s)?",GOTTFRIED LEIBNIZ,MATH,64,33,24,,,31,,36,1.4,5.8,,,13-Sep-10
46-20-3,46,20,3,What breed are the famous film canines Perdita and Pongo?,DALMATIAN,FILM,66,58,39,,,60,,55,0.9,5.8,,,13-Sep-10
